Variety,TID,FID,Grade,MidGrade,TuberCount,Sample_Wght,TuberWght,TrialType,CubeRoot
Soraya,33,29308,grading: 10-20 mm,17.5,7,0.025,3.571428625,FT,1.528553551
Soraya,33,29332,grading: 10-20 mm,17.5,2,0.005,2.499999944,FT,1.357208798
Soraya,33,29356,grading: 10-20 mm,17.5,4,0.015,3.749999916,FT,1.553616241
Soraya,33,29380,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,33,29404,grading: 10-20 mm,17.5,5,0.02,3.999999911,FT,1.587401039
Soraya,33,29428,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,33,29452,grading: 10-20 mm,17.5,4,0.015,3.749999916,FT,1.553616241
Soraya,33,29476,grading: 10-20 mm,17.5,7,0.02,2.857142793,FT,1.418983401
Soraya,33,29500,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,33,29524,grading: 10-20 mm,17.5,6,0.015,2.499999944,FT,1.357208798
Soraya,33,29548,grading: 10-20 mm,17.5,7,0.02,2.857142793,FT,1.418983401
Soraya,33,29572,grading: 10-20 mm,17.5,2,0.01,4.999999888,FT,1.709975933
Soraya,33,29620,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,34,29668,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,34,29690,grading: 10-20 mm,17.5,2,0.015,7.499999832,FT,1.957433805
Soraya,34,29712,grading: 10-20 mm,17.5,3,0.015,4.999999888,FT,1.709975933
Soraya,34,29734,grading: 10-20 mm,17.5,5,0.025,5.000000075,FT,1.709975954
Soraya,34,29756,grading: 10-20 mm,17.5,3,0.01,3.333333259,FT,1.49380157
Soraya,34,29822,grading: 10-20 mm,17.5,5,0.015,2.999999933,FT,1.442249559
Soraya,34,29844,grading: 10-20 mm,17.5,10,0.025,2.500000037,FT,1.357208815
Soraya,34,29866,grading: 10-20 mm,17.5,22,0.075,3.409091045,FT,1.505033614
Soraya,34,29888,grading: 10-20 mm,17.5,6,0.03,4.999999888,FT,1.709975933
Soraya,34,29910,grading: 10-20 mm,17.5,3,0.02,6.666666518,FT,1.882072043
Soraya,34,29932,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,34,29954,grading: 10-20 mm,17.5,11,0.035,3.181818195,FT,1.470816365
Soraya,34,29976,grading: 10-20 mm,17.5,3,0.015,4.999999888,FT,1.709975933
Soraya,45,45828,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,45,45829,grading: 10-20 mm,17.5,5,0.01,1.999999955,FT,1.25992104
Soraya,45,45830,grading: 10-20 mm,17.5,3,0.005,1.666666629,FT,1.185631092
Soraya,45,45831,grading: 10-20 mm,17.5,2,0.01,4.999999888,FT,1.709975933
Soraya,45,45832,grading: 10-20 mm,17.5,4,0.015,3.749999916,FT,1.553616241
Soraya,45,45833,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,45,45834,grading: 10-20 mm,17.5,3,0.01,3.333333259,FT,1.49380157
Soraya,45,45835,grading: 10-20 mm,17.5,3,0.005,1.666666629,FT,1.185631092
Soraya,45,45839,grading: 10-20 mm,17.5,4,0.025,6.250000093,FT,1.842015757
Soraya,45,45840,grading: 10-20 mm,17.5,4,0.02,4.999999888,FT,1.709975933
Soraya,45,45841,grading: 10-20 mm,17.5,12,0.04,3.333333259,FT,1.49380157
Soraya,45,45842,grading: 10-20 mm,17.5,3,0.005,1.666666629,FT,1.185631092
Soraya,45,45843,grading: 10-20 mm,17.5,6,0.02,3.333333259,FT,1.49380157
Soraya,45,45845,grading: 10-20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,46,46197,grading: 10-20 mm,17.5,2,0.025,12.50000019,FT,2.320794426
Soraya,46,46198,grading: 10-20 mm,17.5,7,0.03,4.28571419,FT,1.624330509
Soraya,46,46199,grading: 10-20 mm,17.5,4,0.02,4.999999888,FT,1.709975933
Soraya,46,46200,grading: 10-20 mm,17.5,4,0.015,3.749999916,FT,1.553616241
Soraya,46,46201,grading: 10-20 mm,17.5,5,0.02,3.999999911,FT,1.587401039
Soraya,46,46202,grading: 10-20 mm,17.5,3,0.01,3.333333259,FT,1.49380157
Soraya,46,46204,grading: 10-20 mm,17.5,14,0.045,3.214285842,FT,1.475802239
Soraya,46,46205,grading: 10-20 mm,17.5,12,0.05,4.166666729,FT,1.609148982
Soraya,46,46206,grading: 10-20 mm,17.5,8,0.025,3.125000047,FT,1.462008876
Soraya,46,46207,grading: 10-20 mm,17.5,5,0.02,3.999999911,FT,1.587401039
Soraya,46,46208,grading: 10-20 mm,17.5,4,0.015,3.749999916,FT,1.553616241
Soraya,46,46209,grading: 10-20 mm,17.5,4,0.015,3.749999916,FT,1.553616241
Soraya,46,46210,grading: 10-20 mm,17.5,5,0.02,3.999999911,FT,1.587401039
Soraya,46,46211,grading: 10-20 mm,17.5,3,0.01,3.333333259,FT,1.49380157
Soraya,56,37797,grading: <20 mm,17.5,2,0.01,4.999999888,FT,1.709975933
Soraya,56,43880,grading: <20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,56,37905,grading: <20 mm,17.5,2,0.01,4.999999888,FT,1.709975933
Soraya,56,43884,grading: <20 mm,17.5,2,0.01,4.999999888,FT,1.709975933
Soraya,56,38013,grading: <20 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,39,27354,grading: <25 mm,17.5,1,0.01,9.999999776,FT,2.154434672
Soraya,39,27355,grading: <25 mm,17.5,3,0.02,6.666666518,FT,1.882072043
Soraya,39,27356,grading: <25 mm,17.5,3,0.03,9.999999776,FT,2.154434672
Soraya,39,27357,grading: <25 mm,17.5,5,0.06,11.99999973,FT,2.289428466
Soraya,39,27358,grading: <25 mm,17.5,12,0.08,6.666666518,FT,1.882072043
Soraya,39,27359,grading: <25 mm,17.5,7,0.06,8.57142838,FT,2.046528199
Soraya,39,27360,grading: <25 mm,17.5,2,0.02,9.999999776,FT,2.154434672
Soraya,39,27361,grading: <25 mm,17.5,4,0.04,9.999999776,FT,2.154434672
Soraya,39,27364,grading: <25 mm,17.5,1,0.01,9.999999776,FT,2.154434672
Soraya,39,27365,grading: <25 mm,17.5,1,0.01,9.999999776,FT,2.154434672
Soraya,39,27366,grading: <25 mm,17.5,1,0.01,9.999999776,FT,2.154434672
Soraya,39,27367,grading: <25 mm,17.5,2,0.02,10,FT,2.15443469
Soraya,39,27368,grading: <25 mm,17.5,6,0.03,4.999999888,FT,1.709975933
Soraya,39,27369,grading: <25 mm,17.5,3,0.02,6.666666518,FT,1.882072043
Soraya,39,27370,grading: <25 mm,17.5,5,0.03,5.999999866,FT,1.817120578
Soraya,39,27371,grading: <25 mm,17.5,2,0.01,4.999999888,FT,1.709975933
Soraya,53,41237,grading: <25 mm,17.5,4,0.02,4.999999888,FT,1.709975933
Soraya,53,41262,grading: <25 mm,17.5,6,0.05,8.333333458,FT,2.027400674
Soraya,53,41287,grading: <25 mm,17.5,4,0.025,6.250000093,FT,1.842015757
Soraya,53,41312,grading: <25 mm,17.5,4,0.02,4.999999888,FT,1.709975933
Soraya,53,41337,grading: <25 mm,17.5,3,0.02,6.666666518,FT,1.882072043
Soraya,53,41362,grading: <25 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,53,41387,grading: <25 mm,17.5,6,0.045,7.500000298,FT,1.957433845
Soraya,53,41412,grading: <25 mm,17.5,4,0.02,4.999999888,FT,1.709975933
Soraya,53,41437,grading: <25 mm,17.5,4,0.025,6.250000093,FT,1.842015757
Soraya,53,41462,grading: <25 mm,17.5,4,0.025,6.250000093,FT,1.842015757
Soraya,53,41537,grading: <25 mm,17.5,3,0.015,4.999999888,FT,1.709975933
Soraya,53,41587,grading: <25 mm,17.5,2,0.01,4.999999888,FT,1.709975933
Soraya,53,41637,grading: <25 mm,17.5,1,0.005,4.999999888,FT,1.709975933
Soraya,53,41662,grading: <25 mm,17.5,4,0.03,7.499999832,FT,1.957433805
Soraya,53,41687,grading: <25 mm,17.5,6,0.025,4.166666729,FT,1.609148982
Soraya,53,41712,grading: <25 mm,17.5,4,0.025,6.250000093,FT,1.842015757
Soraya,53,41737,grading: <25 mm,17.5,3,0.015,4.999999888,FT,1.709975933
Soraya,53,41762,grading: <25 mm,17.5,4,0.025,6.250000093,FT,1.842015757
Soraya,53,41787,grading: <25 mm,17.5,5,0.02,3.999999911,FT,1.587401039
Soraya,53,41812,grading: <25 mm,17.5,4,0.03,7.499999832,FT,1.957433805
Soraya,33,29310,grading: 20-30 mm,25,11,0.115,10.45454564,FT,2.186595185
Soraya,33,29334,grading: 20-30 mm,25,1,0.01,9.999999776,FT,2.154434672
Soraya,33,29358,grading: 20-30 mm,25,3,0.045,15.0000006,FT,2.466212105
Soraya,33,29382,grading: 20-30 mm,25,3,0.04,13.33333304,FT,2.371262183
Soraya,33,29406,grading: 20-30 mm,25,10,0.1,10.00000015,FT,2.154434699
Soraya,33,29454,grading: 20-30 mm,25,2,0.025,12.50000019,FT,2.320794426
Soraya,33,29478,grading: 20-30 mm,25,18,0.23,12.77777801,FT,2.337859707
Soraya,33,29502,grading: 20-30 mm,25,4,0.055,13.74999993,FT,2.395709922
Soraya,33,29526,grading: 20-30 mm,25,10,0.13,12.99999952,FT,2.351334657
Soraya,33,29550,grading: 20-30 mm,25,12,0.165,13.75000055,FT,2.395709958
Soraya,33,29574,grading: 20-30 mm,25,8,0.1,12.50000019,FT,2.320794426
Soraya,33,29598,grading: 20-30 mm,25,1,0.025,25.00000037,FT,2.92401775
Soraya,33,29622,grading: 20-30 mm,25,2,0.015,7.499999832,FT,1.957433805
Soraya,33,29646,grading: 20-30 mm,25,7,0.1,14.2857145,FT,2.426427513
Soraya,34,29670,grading: 20-30 mm,25,11,0.185,16.81818203,FT,2.562081944
Soraya,34,29692,grading: 20-30 mm,25,7,0.1,14.2857145,FT,2.426427513
Soraya,34,29714,grading: 20-30 mm,25,25,0.31,12.4000001,FT,2.314589059
Soraya,34,29736,grading: 20-30 mm,25,3,0.035,11.66666672,FT,2.268030707
Soraya,34,29758,grading: 20-30 mm,25,7,0.095,13.5714284,FT,2.385293655
Soraya,34,29802,grading: 20-30 mm,25,7,0.11,15.71428563,FT,2.504752856
Soraya,34,29824,grading: 20-30 mm,25,29,0.4,13.79310365,FT,2.398210681
Soraya,34,29846,grading: 20-30 mm,25,13,0.18,13.8461544,FT,2.401281397
Soraya,34,29868,grading: 20-30 mm,25,22,0.31,14.0909092,FT,2.415347775
Soraya,34,29890,grading: 20-30 mm,25,19,0.27,14.21052688,FT,2.422163153
Soraya,34,29912,grading: 20-30 mm,25,7,0.11,15.71428563,FT,2.504752856
Soraya,34,29934,grading: 20-30 mm,25,8,0.095,11.87499985,FT,2.281451306
Soraya,34,29956,grading: 20-30 mm,25,13,0.175,13.46153823,FT,2.378838156
Soraya,34,29978,grading: 20-30 mm,25,30,0.415,13.83333306,FT,2.400539984
Soraya,45,45864,grading: 20-30 mm,25,3,0.025,8.333333458,FT,2.027400674
Soraya,45,45865,grading: 20-30 mm,25,8,0.11,13.74999993,FT,2.395709922
Soraya,45,45866,grading: 20-30 mm,25,4,0.04,9.999999776,FT,2.154434672
Soraya,45,45868,grading: 20-30 mm,25,7,0.115,16.42857173,FT,2.54214276
Soraya,45,45869,grading: 20-30 mm,25,3,0.04,13.33333304,FT,2.371262183
Soraya,45,45870,grading: 20-30 mm,25,10,0.135,13.50000054,FT,2.381101607
Soraya,45,45871,grading: 20-30 mm,25,10,0.165,16.50000066,FT,2.545821716
Soraya,45,45872,grading: 20-30 mm,25,1,0.025,25.00000037,FT,2.92401775
Soraya,45,45873,grading: 20-30 mm,25,2,0.035,17.50000007,FT,2.596247052
Soraya,45,45874,grading: 20-30 mm,25,2,0.045,22.50000089,FT,2.823108121
Soraya,45,45875,grading: 20-30 mm,25,6,0.11,18.33333323,FT,2.636819957
Soraya,45,45876,grading: 20-30 mm,25,9,0.13,14.44444391,FT,2.435381159
Soraya,45,45877,grading: 20-30 mm,25,10,0.135,13.50000054,FT,2.381101607
Soraya,45,45878,grading: 20-30 mm,25,4,0.06,14.99999966,FT,2.466212054
Soraya,45,45879,grading: 20-30 mm,25,7,0.08,11.42857117,FT,2.252495742
Soraya,45,45881,grading: 20-30 mm,25,1,0.015,14.99999966,FT,2.466212054
Soraya,46,46227,grading: 20-30 mm,25,9,0.13,14.44444391,FT,2.435381159
Soraya,46,46228,grading: 20-30 mm,25,7,0.095,13.5714284,FT,2.385293655
Soraya,46,46229,grading: 20-30 mm,25,5,0.07,14.00000006,FT,2.410142265
Soraya,46,46230,grading: 20-30 mm,25,6,0.07,11.66666672,FT,2.268030707
Soraya,46,46231,grading: 20-30 mm,25,5,0.06,11.99999973,FT,2.289428466
Soraya,46,46232,grading: 20-30 mm,25,15,0.21,13.99999956,FT,2.410142237
Soraya,46,46233,grading: 20-30 mm,25,6,0.075,12.5000005,FT,2.320794446
Soraya,46,46234,grading: 20-30 mm,25,25,0.3,12.00000048,FT,2.289428514
Soraya,46,46235,grading: 20-30 mm,25,23,0.315,13.69565207,FT,2.39254935
Soraya,46,46236,grading: 20-30 mm,25,25,0.315,12.5999999,FT,2.326966764
Soraya,46,46237,grading: 20-30 mm,25,12,0.15,12.5000005,FT,2.320794446
Soraya,46,46238,grading: 20-30 mm,25,18,0.24,13.33333304,FT,2.371262183
Soraya,46,46239,grading: 20-30 mm,25,15,0.17,11.33333345,FT,2.246221373
Soraya,46,46240,grading: 20-30 mm,25,2,0.025,12.50000019,FT,2.320794426
Soraya,46,46241,grading: 20-30 mm,25,10,0.17,17.00000018,FT,2.571281597
Soraya,56,37799,grading: 20-30 mm,25,14,0.225,16.07142815,FT,2.523586274
Soraya,56,43910,grading: 20-30 mm,25,7,0.115,16.42857173,FT,2.54214276
Soraya,56,37907,grading: 20-30 mm,25,10,0.125,12.5,FT,2.320794415
Soraya,56,43914,grading: 20-30 mm,25,8,0.13,16.2499994,FT,2.532898476
Soraya,56,38015,grading: 20-30 mm,25,7,0.1,14.2857145,FT,2.426427513
Soraya,56,43918,grading: 20-30 mm,25,1,0.015,14.99999966,FT,2.466212054
Soraya,39,27392,grading: 25-35 mm,30,2,0.07,35.00000015,FT,3.271066311
Soraya,39,27393,grading: 25-35 mm,30,3,0.06,19.99999955,FT,2.714417594
Soraya,39,27394,grading: 25-35 mm,30,2,0.05,25.00000037,FT,2.92401775
Soraya,39,27395,grading: 25-35 mm,30,2,0.05,25.00000037,FT,2.92401775
Soraya,39,27396,grading: 25-35 mm,30,5,0.1,20.0000003,FT,2.714417627
Soraya,39,27397,grading: 25-35 mm,30,10,0.17,17.00000018,FT,2.571281597
Soraya,39,27398,grading: 25-35 mm,30,24,0.44,18.33333323,FT,2.636819957
Soraya,39,27399,grading: 25-35 mm,30,15,0.32,21.33333286,FT,2.773445074
Soraya,39,27400,grading: 25-35 mm,30,9,0.2,22.22222255,FT,2.811442229
Soraya,39,27401,grading: 25-35 mm,30,2,0.04,19.99999955,FT,2.714417594
Soraya,39,27402,grading: 25-35 mm,30,9,0.2,22.22222255,FT,2.811442229
Soraya,39,27403,grading: 25-35 mm,30,4,0.06,14.99999966,FT,2.466212054
Soraya,39,27404,grading: 25-35 mm,30,2,0.04,19.99999955,FT,2.714417594
Soraya,39,27406,grading: 25-35 mm,30,4,0.1,25.00000037,FT,2.92401775
Soraya,39,27407,grading: 25-35 mm,30,4,0.1,25.00000037,FT,2.92401775
Soraya,39,27408,grading: 25-35 mm,30,7,0.15,21.42857228,FT,2.777566155
Soraya,39,27409,grading: 25-35 mm,30,8,0.19,23.7499997,FT,2.874448524
Soraya,39,27410,grading: 25-35 mm,30,13,0.23,17.69230801,FT,2.605722502
Soraya,39,27411,grading: 25-35 mm,30,4,0.08,19.99999955,FT,2.714417594
Soraya,53,41264,grading: 25-35 mm,30,6,0.135,22.50000089,FT,2.823108121
Soraya,53,41289,grading: 25-35 mm,30,4,0.085,21.25000022,FT,2.769829135
Soraya,53,41314,grading: 25-35 mm,30,3,0.04,13.33333304,FT,2.371262183
Soraya,53,41339,grading: 25-35 mm,30,9,0.215,23.88888929,FT,2.880040879
Soraya,53,41364,grading: 25-35 mm,30,6,0.08,13.33333304,FT,2.371262183
Soraya,53,41389,grading: 25-35 mm,30,10,0.2,20.0000003,FT,2.714417627
Soraya,53,41414,grading: 25-35 mm,30,5,0.105,20.99999934,FT,2.758924145
Soraya,53,41439,grading: 25-35 mm,30,7,0.145,20.71428512,FT,2.746354842
Soraya,53,41464,grading: 25-35 mm,30,4,0.07,17.50000007,FT,2.596247052
Soraya,53,41489,grading: 25-35 mm,30,1,0.025,25.00000037,FT,2.92401775
Soraya,53,41514,grading: 25-35 mm,30,9,0.21,23.3333326,FT,2.857539595
Soraya,53,41539,grading: 25-35 mm,30,4,0.1,25.00000037,FT,2.92401775
Soraya,53,41564,grading: 25-35 mm,30,10,0.2,20.0000003,FT,2.714417627
Soraya,53,41589,grading: 25-35 mm,30,8,0.145,18.12499948,FT,2.626793909
Soraya,53,41614,grading: 25-35 mm,30,4,0.085,21.25000022,FT,2.769829135
Soraya,53,41639,grading: 25-35 mm,30,8,0.14,17.50000007,FT,2.596247052
Soraya,53,41664,grading: 25-35 mm,30,6,0.125,20.83333333,FT,2.751606038
Soraya,53,41689,grading: 25-35 mm,30,5,0.105,20.99999934,FT,2.758924145
Soraya,53,41714,grading: 25-35 mm,30,7,0.16,22.85714235,FT,2.8379668
Soraya,53,41739,grading: 25-35 mm,30,5,0.105,20.99999934,FT,2.758924145
Soraya,53,41764,grading: 25-35 mm,30,1,0.02,19.99999955,FT,2.714417594
Soraya,53,41789,grading: 25-35 mm,30,2,0.045,22.50000089,FT,2.823108121
Soraya,53,41814,grading: 25-35 mm,30,5,0.1,20.0000003,FT,2.714417627
Soraya,33,29312,grading: 30-40 mm,35,13,0.415,31.92307628,FT,3.172256126
Soraya,33,29336,grading: 30-40 mm,35,5,0.14,28.00000012,FT,3.036588973
Soraya,33,29360,grading: 30-40 mm,35,13,0.465,35.76923104,FT,3.294856724
Soraya,33,29384,grading: 30-40 mm,35,3,0.11,36.66666647,FT,3.322184968
Soraya,33,29408,grading: 30-40 mm,35,13,0.425,32.69230861,FT,3.197534184
Soraya,33,29432,grading: 30-40 mm,35,1,0.04,39.99999911,FT,3.419951864
Soraya,33,29456,grading: 30-40 mm,35,9,0.285,31.66666627,FT,3.163739969
Soraya,33,29480,grading: 30-40 mm,35,20,0.725,36.25000119,FT,3.309553006
Soraya,33,29504,grading: 30-40 mm,35,11,0.37,33.63636407,FT,3.228020972
Soraya,33,29528,grading: 30-40 mm,35,25,0.905,36.19999886,FT,3.308030602
Soraya,33,29552,grading: 30-40 mm,35,25,0.925,37.00000048,FT,3.332221862
Soraya,33,29576,grading: 30-40 mm,35,16,0.535,33.43750164,FT,3.221646905
Soraya,33,29600,grading: 30-40 mm,35,2,0.065,32.49999881,FT,3.191252107
Soraya,33,29624,grading: 30-40 mm,35,2,0.07,35.00000015,FT,3.271066311
Soraya,33,29648,grading: 30-40 mm,35,13,0.51,39.2307685,FT,3.397887048
Soraya,34,29672,grading: 30-40 mm,35,25,0.88,35.19999981,FT,3.277285073
Soraya,34,29694,grading: 30-40 mm,35,18,0.665,36.94444564,FT,3.330553269
Soraya,34,29716,grading: 30-40 mm,35,54,1.79,33.14814744,FT,3.21232704
Soraya,34,29738,grading: 30-40 mm,35,8,0.26,32.49999881,FT,3.191252107
Soraya,34,29760,grading: 30-40 mm,35,17,0.62,36.47058852,FT,3.316252497
Soraya,34,29782,grading: 30-40 mm,35,7,0.29,41.42857024,FT,3.460190275
Soraya,34,29804,grading: 30-40 mm,35,13,0.45,34.6153837,FT,3.25904019
Soraya,34,29826,grading: 30-40 mm,35,41,1.37,33.41463426,FT,3.220912327
Soraya,34,29848,grading: 30-40 mm,35,30,0.98,32.6666673,FT,3.196698
Soraya,34,29870,grading: 30-40 mm,35,33,1.08,32.72727403,FT,3.198673731
Soraya,34,29892,grading: 30-40 mm,35,38,1.245,32.76315802,FT,3.199842372
Soraya,34,29914,grading: 30-40 mm,35,11,0.335,30.45454621,FT,3.122847024
Soraya,34,29936,grading: 30-40 mm,35,16,0.515,32.18749911,FT,3.180990785
Soraya,34,29958,grading: 30-40 mm,35,18,0.54,30.00000119,FT,3.107232544
Soraya,34,29980,grading: 30-40 mm,35,30,1.075,35.83333492,FT,3.296823843
Soraya,45,45900,grading: 30-40 mm,35,7,0.25,35.71428571,FT,3.293168776
Soraya,45,45901,grading: 30-40 mm,35,5,0.15,30.00000119,FT,3.107232544
Soraya,45,45902,grading: 30-40 mm,35,12,0.375,31.25,FT,3.149802621
Soraya,45,45903,grading: 30-40 mm,35,3,0.12,39.99999911,FT,3.419951864
Soraya,45,45904,grading: 30-40 mm,35,14,0.645,46.07142721,FT,3.584901452
Soraya,45,45905,grading: 30-40 mm,35,5,0.19,37.99999952,FT,3.361975389
Soraya,45,45906,grading: 30-40 mm,35,13,0.485,37.30769341,FT,3.341433322
Soraya,45,45907,grading: 30-40 mm,35,10,0.35,34.9999994,FT,3.271066288
Soraya,45,45908,grading: 30-40 mm,35,7,0.25,35.71428571,FT,3.293168776
Soraya,45,45909,grading: 30-40 mm,35,5,0.185,37.00000048,FT,3.332221862
Soraya,45,45910,grading: 30-40 mm,35,3,0.13,43.33333174,FT,3.512427429
Soraya,45,45911,grading: 30-40 mm,35,17,0.805,47.3529416,FT,3.617836925
Soraya,45,45912,grading: 30-40 mm,35,7,0.275,39.28571514,FT,3.399472669
Soraya,45,45913,grading: 30-40 mm,35,7,0.25,35.71428571,FT,3.293168776
Soraya,45,45914,grading: 30-40 mm,35,2,0.08,39.99999911,FT,3.419951864
Soraya,45,45915,grading: 30-40 mm,35,11,0.41,37.27272695,FT,3.340389081
Soraya,45,45916,grading: 30-40 mm,35,2,0.075,37.50000149,FT,3.347164791
Soraya,45,45917,grading: 30-40 mm,35,3,0.11,36.66666647,FT,3.322184968
Soraya,46,46257,grading: 30-40 mm,35,27,0.97,35.92592699,FT,3.299661026
Soraya,46,46258,grading: 30-40 mm,35,20,0.615,30.75000048,FT,3.132913291
Soraya,46,46259,grading: 30-40 mm,35,15,0.63,41.99999968,FT,3.476026632
Soraya,46,46260,grading: 30-40 mm,35,14,0.485,34.64285816,FT,3.259902203
Soraya,46,46261,grading: 30-40 mm,35,16,0.52,32.49999881,FT,3.191252107
Soraya,46,46262,grading: 30-40 mm,35,27,1.06,39.25925714,FT,3.398709343
Soraya,46,46263,grading: 30-40 mm,35,8,0.23,28.75000052,FT,3.063462853
Soraya,46,46264,grading: 30-40 mm,35,26,0.895,34.42307619,FT,3.252993725
Soraya,46,46265,grading: 30-40 mm,35,20,0.68,34.00000036,FT,3.239611809
Soraya,46,46266,grading: 30-40 mm,35,38,1.26,33.15789449,FT,3.212641866
Soraya,46,46267,grading: 30-40 mm,35,37,1.46,39.45946049,FT,3.404476812
Soraya,46,46268,grading: 30-40 mm,35,34,1.25,36.76470588,FT,3.325143288
Soraya,46,46269,grading: 30-40 mm,35,16,0.565,35.31249985,FT,3.280772787
Soraya,46,46270,grading: 30-40 mm,35,13,0.5,38.46153846,FT,3.375531902
Soraya,46,46271,grading: 30-40 mm,35,10,0.415,41.49999917,FT,3.462177759
Soraya,56,37801,grading: 30-40 mm,35,36,1.435,39.86110952,FT,3.415988976
Soraya,56,43940,grading: 30-40 mm,35,19,0.84,44.21052494,FT,3.535969877
Soraya,56,37909,grading: 30-40 mm,35,20,0.89,44.49999928,FT,3.543670507
Soraya,56,43944,grading: 30-40 mm,35,16,0.565,35.31249985,FT,3.280772787
Soraya,56,38017,grading: 30-40 mm,35,28,1.165,41.60714149,FT,3.465154683
Soraya,56,43948,grading: 30-40 mm,35,13,0.535,41.15384817,FT,3.452524876
Soraya,39,27432,grading: 35-45 mm,40,12,0.55,45.83333433,FT,3.578715303
Soraya,39,27433,grading: 35-45 mm,40,3,0.14,46.66666687,FT,3.600274328
Soraya,39,27434,grading: 35-45 mm,40,19,0.88,46.31578922,FT,3.591228363
Soraya,39,27435,grading: 35-45 mm,40,4,0.25,62.5,FT,3.968502624
Soraya,39,27436,grading: 35-45 mm,40,9,0.53,58.88888571,FT,3.89055099
Soraya,39,27437,grading: 35-45 mm,40,13,0.51,39.2307685,FT,3.397887048
Soraya,39,27438,grading: 35-45 mm,40,16,0.66,41.25000164,FT,3.455211656
Soraya,39,27439,grading: 35-45 mm,40,29,1.31,45.17241182,FT,3.561430107
Soraya,39,27440,grading: 35-45 mm,40,9,0.42,46.66666521,FT,3.600274285
Soraya,39,27441,grading: 35-45 mm,40,14,0.62,44.28571463,FT,3.537973306
Soraya,39,27442,grading: 35-45 mm,40,19,0.82,43.15789436,FT,3.507680933
Soraya,39,27443,grading: 35-45 mm,40,6,0.32,53.33333214,FT,3.764144082
Soraya,39,27444,grading: 35-45 mm,40,5,0.27,54.00000215,FT,3.779763195
Soraya,39,27445,grading: 35-45 mm,40,8,0.29,36.24999896,FT,3.309552938
Soraya,39,27446,grading: 35-45 mm,40,8,0.36,45.00000179,FT,3.556893347
Soraya,39,27447,grading: 35-45 mm,40,15,0.74,49.33333397,FT,3.667584721
Soraya,39,27448,grading: 35-45 mm,40,19,0.89,46.84210451,FT,3.604780284
Soraya,39,27449,grading: 35-45 mm,40,3,0.13,43.33333174,FT,3.512427429
Soraya,39,27450,grading: 35-45 mm,40,28,1.27,45.35714218,FT,3.566278268
Soraya,39,27451,grading: 35-45 mm,40,3,0.13,43.33333174,FT,3.512427429
Soraya,53,41241,grading: 35-45 mm,40,11,0.32,29.09090844,FT,3.075523813
Soraya,53,41266,grading: 35-45 mm,40,7,0.345,49.28571412,FT,3.666404275
Soraya,53,41291,grading: 35-45 mm,40,8,0.405,50.62500015,FT,3.69931811
Soraya,53,41316,grading: 35-45 mm,40,6,0.305,50.83333453,FT,3.704385701
Soraya,53,41341,grading: 35-45 mm,40,8,0.415,51.87499896,FT,3.729517933
Soraya,53,41366,grading: 35-45 mm,40,12,0.625,52.08333333,FT,3.734503951
