SampleID,Person,DigDate,ProcessingDate,Variety,FieldName,Size,MidSize,TuberWeight,CubeRoot
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,2.2,1.300591447
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,2.2,1.300591447
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,2.6,1.375068867
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,2.6,1.375068867
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,3,1.44224957
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,3,1.44224957
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,3.1,1.458099736
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,3.3,1.488805553
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,3.4,1.503694596
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,3.4,1.503694596
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,3.7,1.546680374
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,3.9,1.574060917
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.1,1.600520664
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.2,1.613428646
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.2,1.613428646
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.2,1.613428646
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.3,1.626133332
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.3,1.626133332
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,4.4,1.638642541
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.4,1.638642541
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,4.5,1.650963624
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.5,1.650963624
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,4.8,1.686865331
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5,1.709975947
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.2,1.732478211
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.2,1.732478211
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.3,1.743513401
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.4,1.754410643
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.5,1.765174168
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.5,1.765174168
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,5.7,1.786315988
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.8,1.796701779
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,5.9,1.806968869
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,6.1,1.827160137
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,6.2,1.83709055
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,15-20,17.5,6.8,1.894536474
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,6.9,1.903778262
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,7,1.912931183
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,15-20,17.5,7.5,1.957433821
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,20-25,22.5,6.2,1.83709055
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,6.5,1.866255578
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,6.6,1.875777455
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,6.7,1.885203631
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,6.8,1.894536474
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,6.8,1.894536474
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,6.8,1.894536474
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,6.9,1.903778262
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,7.2,1.930978769
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,7.3,1.939877415
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,7.3,1.939877415
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,7.4,1.94869516
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,20-25,22.5,7.7,1.974680822
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,7.8,1.983192483
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,7.9,1.991631701
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.2,2.016529675
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.2,2.016529675
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.2,2.016529675
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.2,2.016529675
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.3,2.024693852
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.5,2.040827551
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.7,2.056710116
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.8,2.064560231
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.9,2.072351098
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,8.9,2.072351098
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9,2.080083823
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9,2.080083823
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9.1,2.087759479
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9.3,2.102943717
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9.5,2.117911792
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9.7,2.132671236
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9.8,2.139974961
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,9.8,2.139974961
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,20-25,22.5,10,2.15443469
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10,2.15443469
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10,2.15443469
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.2,2.168702885
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.3,2.175767114
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.3,2.175767114
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.3,2.175767114
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.4,2.182785766
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.4,2.182785766
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.6,2.196689235
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.6,2.196689235
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,10.7,2.203575453
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,11,2.223980091
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,11,2.223980091
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,11.2,2.237377884
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,11.3,2.244017027
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,11.4,2.250617115
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,11.5,2.257178718
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,11.5,2.257178718
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,12,2.289428485
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,12.4,2.314589055
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,12.8,2.339214191
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,12.8,2.339214191
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,13.4,2.375207738
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,13.7,2.392802511
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,13.8,2.398610307
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,14.3,2.427236043
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,14.7,2.449659817
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,20-25,22.5,15.6,2.498665955
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,10.1,2.161592333
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,10.8,2.210418899
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,11.3,2.244017027
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,12.3,2.30835024
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,13.4,2.375207738
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,13.5,2.381101578
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,13.6,2.386966384
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,13.6,2.386966384
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,13.7,2.392802511
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,13.7,2.392802511
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,13.9,2.404390113
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,25-30,27.5,14.1,2.415867089
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,14.4,2.432880798
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,14.6,2.444092389
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,25-30,27.5,14.8,2.455202052
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,14.9,2.460719379
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,15,2.466212074
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,15.2,2.477124659
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,15.5,2.493315476
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,15.5,2.493315476
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,15.8,2.509298704
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,16.3,2.535493694
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,16.5,2.545821685
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,16.7,2.55606655
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,16.7,2.55606655
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,16.8,2.56115833
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,16.9,2.566229944
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17,2.571281591
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17,2.571281591
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17.3,2.586318667
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17.4,2.591292369
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17.5,2.596247051
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17.6,2.601182894
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17.8,2.610998771
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,17.8,2.610998771
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.1,2.625585659
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.3,2.635220922
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.4,2.640012244
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.4,2.640012244
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.5,2.644786236
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.7,2.654282857
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.9,2.663712005
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,18.9,2.663712005
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,19,2.668401649
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,19.5,2.691606306
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,19.8,2.705339229
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,19.9,2.709886026
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,20.1,2.718934127
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,20.1,2.718934127
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,20.1,2.718934127
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,20.3,2.727922404
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,20.5,2.736851837
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,20.5,2.736851837
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,20.8,2.750137734
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,21,2.758924176
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,21.1,2.763296488
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,21.1,2.763296488
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,21.2,2.767655007
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,21.6,2.7849533
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,21.7,2.789244452
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,22.1,2.806278428
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,22.2,2.810504758
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,22.3,2.814718414
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,22.3,2.814718414
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,22.7,2.831448189
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,22.8,2.835599878
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,23,2.84386698
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,23,2.84386698
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,23.3,2.856178246
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,23.4,2.860258506
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,23.7,2.872429965
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,23.8,2.876464282
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,23.9,2.880487315
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,25-30,27.5,24.8,2.916199472
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,20.1,2.718934127
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,20.8,2.750137734
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,21.5,2.780648883
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,30-35,32.5,22.1,2.806278428
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,22.4,2.818919493
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,23,2.84386698
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,23.3,2.856178246
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,25,2.924017738
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,25.8,2.954880364
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,26,2.962496068
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,26.1,2.966289281
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,30-35,32.5,26.2,2.970072818
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,26.2,2.970072818
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,26.2,2.970072818
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,26.6,2.985111417
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,26.8,2.992574227
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,27.3,3.011070211
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,27.4,3.014742251
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,27.5,3.018405368
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,27.6,3.022059616
1,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,30-35,32.5,27.7,3.025705047
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,27.7,3.025705047
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,27.7,3.025705047
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,28.4,3.050980604
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,28.7,3.061685887
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,28.7,3.061685887
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,29,3.072316826
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,29.1,3.075844173
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,29.3,3.082874698
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,29.4,3.086377968
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,29.5,3.089873303
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,29.5,3.089873303
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,30.1,3.110681158
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,30.2,3.114122179
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,30.6,3.127810804
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,32,3.174802104
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,33.1,3.210770997
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,33.2,3.214001151
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,33.3,3.217224825
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,33.7,3.230055369
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,33.8,3.233247125
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,34.5,3.255415036
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,35,3.27106631
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,35.1,3.274178649
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,35.4,3.283480343
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,36.3,3.311073908
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,36.8,3.326206998
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,36.9,3.329217141
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,37.7,3.353104718
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,37.8,3.356066826
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,39.3,3.399884656
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,39.8,3.414242447
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,40.6,3.436966859
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,40.7,3.439786358
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,40.8,3.442601241
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,43.1,3.50611177
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,30-35,32.5,44.7,3.548971467
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,35-40,37.5,24.3,2.896468154
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,35-40,37.5,25.6,2.947225199
2,Robert Allen,12/07/2018,13/07/2018,Soraya,Yr 1 variety trial Field,35-40,37.5,25.8,2.954880364
3,Robert Allen,12/07/2018,13/07/2018,Venezia,TurnPike,35-40,37.5,29.2,3.079363449
